,Country,Job Title,Rural,Quantity,Percentage
5647,Germany,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,73,75.66%
5710,Poland,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,73,75.66%
5732,Germany,Data Communications Software Consultant,Urban,73,75.66%
5793,Spain,Database Administration Associate,Urban,73,75.66%
5805,Poland,Data Communications Software Consultant,Urban,73,75.66%
5884,Spain,Database Administration Associate,Urban,73,75.66%
5976,Sweden,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,73,75.66%
6004,Germany,Database Administration Associate,Urban,73,75.66%
6022,Luxembourg,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,73,75.66%
6078,Denmark,Data Communications Software Consultant,Urban,73,75.66%
6081,Portugal,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,73,75.66%
6092,Portugal,Database Administration Associate,Urban,73,75.66%
6113,France,Data Processing Manager,Urban,73,75.66%
6150,Poland,Data Processing Manager,Urban,73,75.66%
6154,Netherlands,Data Processing Manager,Urban,73,75.66%
6203,Great Britain,Data Communications Software Consultant,Urban,73,75.66%
6252,France,Database Administration Associate,Urban,73,75.66%
6262,Spain,Data Processing Manager,Urban,73,75.66%
6279,Romania,Data Communications Software Consultant,Urban,73,75.66%
6341,Germany,Data Communications Software Consultant,Urban,73,75.66%
6395,Austria,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,73,75.66%
6438,Great Britain,Database Administration Associate,Rural,73,75.66%
6446,Austria,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,73,75.66%
6482,Great Britain,Data Processing Manager,Urban,73,75.66%
6491,Hungary,Data Processing Manager,Urban,73,75.66%
6502,Italy,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,73,75.66%
6512,Spain,Data Communications Software Consultant,Urban,73,75.66%
6516,Denmark,Data Communications Software Consultant,Urban,73,75.66%
6554,Poland,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,73,75.66%
6595,Lithuania,Data Communications Software Consultant,Urban,73,75.66%
6610,Great Britain,Database Administration Associate,Urban,73,75.66%
6611,France,Data Processing Manager,Urban,73,75.66%
6619,Italy,Data Processing Manager,Urban,73,75.66%
6650,Germany,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,73,75.66%
6682,Spain,Data Processing Manager,Urban,73,75.66%
6697,Spain,Data Communications Software Consultant,Urban,73,75.66%
6765,Great Britain,Database Administration Associate,Urban,73,75.66%
6822,France,Data Processing Manager,Urban,73,75.66%
6830,Poland,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,73,75.66%
6875,Portugal,Data Processing Manager,Rural,73,75.66%
6928,Spain,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,73,75.66%
6941,Spain,Data Communications Software Consultant,Urban,73,75.66%
6975,Poland,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,73,75.66%
7106,Spain,Database Administration Associate,Urban,73,75.66%
7176,Germany,Data Communications Software Consultant,Urban,73,75.66%
7179,Greece,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,73,75.66%
7197,Bulgaria,Data Processing Manager,Urban,73,75.66%
7290,Germany,Geographic Information Systems Database Administrator (GIS Database Administrator),Rural,73,75.66%
7349,France,Data Communications Software Consultant,Urban,73,75.66%
7594,Germany,Data Communications Software Consultant,Urban,73,75.66%
7625,Ireland,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,73,75.66%
7635,Germany,Database Administration Associate,Urban,73,75.66%
7668,Slovakia,Data Processing Manager,Urban,73,75.66%
7672,France,Data Processing Manager,Urban,73,75.66%
7690,Great Britain,Database Administration Associate,Urban,73,75.66%
7696,Czechia,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,73,75.66%
7712,Great Britain,Data Communications Software Consultant,Urban,73,75.66%
7717,France,Data Communications Software Consultant,Urban,73,75.66%
7798,Portugal,Data Communications Software Consultant,Urban,73,75.66%
7826,Germany,Data Communications Software Consultant,Urban,73,75.66%
7930,Great Britain,Data Processing Manager,Urban,73,75.66%
7944,Italy,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,73,75.66%
7955,Poland,Data Processing Manager,Urban,73,75.66%
7988,Spain,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,73,75.66%
8047,France,Data Communications Software Consultant,Urban,73,75.66%
8051,Germany,Geographic Information Systems Database Administrator (GIS Database Administrator),Rural,73,75.66%
8079,Belgium,Database Administration Associate,Urban,73,75.66%
8118,France,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,73,75.66%
8133,Poland,Data Communications Software Consultant,Urban,73,75.66%
8138,Germany,Data Communications Software Consultant,Urban,73,75.66%
8158,Italy,Data Processing Manager,Urban,73,75.66%
8174,Netherlands,Database Administration Associate,Urban,73,75.66%
8192,Poland,Data Communications Software Consultant,Urban,73,75.66%
8225,Germany,Database Administration Associate,Rural,73,75.66%
8245,Greece,Data Processing Manager,Urban,73,75.66%
8272,Germany,Data Processing Manager,Rural,73,75.66%
8277,Romania,Database Administration Associate,Urban,73,75.66%
8306,Portugal,Data Communications Software Consultant,Urban,73,75.66%
8316,Ireland,Geographic Information Systems Database Administrator (GIS Database Administrator),Rural,73,75.66%
8394,Greece,Database Administration Associate,Urban,73,75.66%
8455,Netherlands,Database Administration Associate,Urban,73,75.66%
8480,Spain,Database Administration Associate,Urban,73,75.66%
8489,France,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,73,75.66%
8497,Bulgaria,Database Administration Associate,Urban,73,75.66%
8548,Sweden,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,73,75.66%
8609,Hungary,Database Administration Associate,Urban,73,75.66%
8625,Spain,Data Processing Manager,Urban,73,75.66%
8647,France,Database Administration Associate,Urban,73,75.66%
8716,Germany,Data Processing Manager,Urban,73,75.66%
8718,Portugal,Data Processing Manager,Urban,73,75.66%
8794,Spain,Data Communications Software Consultant,Urban,73,75.66%
8811,Great Britain,Database Administration Associate,Urban,73,75.66%
8876,Germany,Data Processing Manager,Urban,73,75.66%
8877,Spain,Data Processing Manager,Urban,73,75.66%
8883,Germany,Data Communications Software Consultant,Urban,73,75.66%
8912,Spain,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,73,75.66%
8920,Poland,Database Administration Associate,Urban,73,75.66%
8975,Netherlands,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,73,75.66%
8990,Great Britain,Database Administration Associate,Urban,73,75.66%
9004,Poland,Geographic Information Systems Database Administrator (GIS Database Administrator),Rural,73,75.66%
9022,Great Britain,Database Administration Associate,Urban,73,75.66%
9029,Netherlands,Data Communications Software Consultant,Urban,73,75.66%
9083,France,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,73,75.66%
9103,Spain,Data Processing Manager,Urban,73,75.66%
9130,Romania,Database Administration Associate,Urban,73,75.66%
9174,Germany,Data Communications Software Consultant,Urban,73,75.66%
9245,France,Database Administration Associate,Urban,73,75.66%
9266,Poland,Geographic Information Systems Database Administrator (GIS Database Administrator),Rural,73,75.66%
9277,Great Britain,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,73,75.66%
9284,Germany,Data Processing Manager,Urban,73,75.66%
9293,Italy,Data Communications Software Consultant,Urban,73,75.66%
9430,Italy,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,73,75.66%
9490,Germany,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,73,75.66%
9544,Italy,Database Administration Associate,Urban,73,75.66%
9553,Latvia,Data Processing Manager,Rural,73,75.66%
9560,Germany,Database Administration Associate,Urban,73,75.66%
9577,Poland,Data Processing Manager,Urban,73,75.66%
9644,France,Data Processing Manager,Urban,73,75.66%
9645,Germany,Data Processing Manager,Urban,73,75.66%
11,Spain,Database Development and Administration Project Manager,Urban,75,77.73%
39,Spain,Database Development and Administration Project Manager,Urban,75,77.73%
177,Spain,Database Development and Administration Project Manager,Urban,75,77.73%
326,Poland,Database Development and Administration Project Manager,Urban,75,77.73%
379,Italy,Database Development and Administration Project Manager,Urban,75,77.73%
500,France,Database Development and Administration Project Manager,Urban,75,77.73%
571,Germany,Database Development and Administration Project Manager,Urban,75,77.73%
710,Poland,Database Development and Administration Project Manager,Urban,75,77.73%
780,Great Britain,Database Development and Administration Project Manager,Urban,75,77.73%
849,Poland,Database Development and Administration Project Manager,Urban,75,77.73%
1143,Italy,Database Development and Administration Project Manager,Urban,75,77.73%
1315,Germany,Database Development and Administration Project Manager,Urban,75,77.73%
1335,Spain,Database Development and Administration Project Manager,Urban,75,77.73%
1418,Great Britain,Database Development and Administration Project Manager,Urban,75,77.73%
1434,Spain,Database Development and Administration Project Manager,Urban,75,77.73%
1522,France,Database Development and Administration Project Manager,Urban,75,77.73%
1757,France,Database Development and Administration Project Manager,Urban,75,77.73%
1850,Germany,Database Development and Administration Project Manager,Rural,75,77.73%
2023,Great Britain,Database Development and Administration Project Manager,Urban,75,77.73%
2190,Great Britain,Database Development and Administration Project Manager,Urban,75,77.73%
2254,Italy,Database Development and Administration Project Manager,Urban,75,77.73%
2262,France,Database Development and Administration Project Manager,Urban,75,77.73%
2464,Poland,Database Development and Administration Project Manager,Urban,75,77.73%
2469,Spain,Database Development and Administration Project Manager,Urban,75,77.73%
2474,Italy,Database Development and Administration Project Manager,Urban,75,77.73%
2566,Portugal,Database Development and Administration Project Manager,Urban,75,77.73%
3064,Denmark,Database Development and Administration Project Manager,Urban,75,77.73%
3117,Germany,Database Development and Administration Project Manager,Rural,75,77.73%
3239,Poland,Database Development and Administration Project Manager,Urban,75,77.73%
3240,Italy,Database Development and Administration Project Manager,Urban,75,77.73%
3282,Germany,Database Development and Administration Project Manager,Urban,75,77.73%
3366,Spain,Database Development and Administration Project Manager,Urban,75,77.73%
3405,Spain,Database Development and Administration Project Manager,Urban,75,77.73%
3530,Poland,Database Development and Administration Project Manager,Urban,75,77.73%
3906,France,Database Development and Administration Project Manager,Rural,75,77.73%
3949,Sweden,Database Development and Administration Project Manager,Urban,75,77.73%
4008,Poland,Database Development and Administration Project Manager,Urban,75,77.73%
4048,Italy,Database Development and Administration Project Manager,Urban,75,77.73%
4110,Spain,Database Development and Administration Project Manager,Urban,75,77.73%
4133,Italy,Database Development and Administration Project Manager,Urban,75,77.73%
4191,France,Database Development and Administration Project Manager,Urban,75,77.73%
4395,Poland,Database Development and Administration Project Manager,Urban,75,77.73%
4482,Sweden,Database Development and Administration Project Manager,Urban,75,77.73%
4498,Poland,Database Development and Administration Project Manager,Rural,75,77.73%
4597,Italy,Database Development and Administration Project Manager,Urban,75,77.73%
5229,Germany,Database Development and Administration Project Manager,Urban,75,77.73%
5256,Spain,Database Development and Administration Project Manager,Urban,75,77.73%
5272,Netherlands,Database Development and Administration Project Manager,Urban,75,77.73%
5357,Romania,Database Development and Administration Project Manager,Urban,75,77.73%
5627,France,Database Development and Administration Project Manager,Urban,75,77.73%
5633,Italy,Database Development and Administration Project Manager,Urban,75,77.73%
5705,Spain,Database Development and Administration Project Manager,Urban,75,77.73%
5764,Germany,Database Development and Administration Project Manager,Urban,75,77.73%
5946,Spain,Database Development and Administration Project Manager,Urban,75,77.73%
5999,Germany,Database Development and Administration Project Manager,Urban,75,77.73%
6031,Poland,Database Development and Administration Project Manager,Urban,75,77.73%
6497,Belgium,Database Development and Administration Project Manager,Urban,75,77.73%
6655,France,Database Development and Administration Project Manager,Urban,75,77.73%
6688,Austria,Database Development and Administration Project Manager,Urban,75,77.73%
6696,Romania,Database Development and Administration Project Manager,Urban,75,77.73%
6990,Germany,Database Development and Administration Project Manager,Urban,75,77.73%
7071,Czechia,Database Development and Administration Project Manager,Rural,75,77.73%
7212,Poland,Database Development and Administration Project Manager,Urban,75,77.73%
7408,Sweden,Database Development and Administration Project Manager,Urban,75,77.73%
7572,France,Database Development and Administration Project Manager,Urban,75,77.73%
7617,Finland,Database Development and Administration Project Manager,Urban,75,77.73%
8092,Great Britain,Database Development and Administration Project Manager,Urban,75,77.73%
8234,Italy,Database Development and Administration Project Manager,Urban,75,77.73%
8432,Denmark,Database Development and Administration Project Manager,Urban,75,77.73%
8691,France,Database Development and Administration Project Manager,Urban,75,77.73%
8782,Germany,Database Development and Administration Project Manager,Urban,75,77.73%
9030,Germany,Database Development and Administration Project Manager,Urban,75,77.73%
9156,Poland,Database Development and Administration Project Manager,Urban,75,77.73%
9385,Spain,Database Development and Administration Project Manager,Urban,75,77.73%
9481,Germany,Database Development and Administration Project Manager,Rural,75,77.73%
2,Germany,Data Processing Systems Analyst,Urban,76,78.76%
56,Belgium,Data Processing Systems Analyst,Urban,76,78.76%
62,Italy,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
80,Spain,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
81,Great Britain,Data Processing Systems Analyst,Urban,76,78.76%
153,Spain,Data Processing Systems Analyst,Urban,76,78.76%
161,Italy,Data Processing Systems Analyst,Urban,76,78.76%
185,Bulgaria,Data Processing Systems Analyst,Urban,76,78.76%
288,Netherlands,Data Processing Systems Analyst,Urban,76,78.76%
318,Germany,Database Software Technician,Urban,76,78.76%
350,Italy,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
396,Netherlands,Database Software Technician,Urban,76,78.76%
481,Spain,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
540,Hungary,Database Software Technician,Urban,76,78.76%
572,Germany,Database Software Technician,Urban,76,78.76%
608,Sweden,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
636,Great Britain,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
654,Italy,Database Software Technician,Urban,76,78.76%
680,Italy,Database Software Technician,Rural,76,78.76%
699,Great Britain,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
759,France,Data Processing Systems Analyst,Urban,76,78.76%
761,Belgium,Database Software Technician,Rural,76,78.76%
808,Germany,Database Software Technician,Urban,76,78.76%
868,Spain,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
917,Netherlands,Data Processing Systems Analyst,Urban,76,78.76%
1005,Austria,Database Software Technician,Urban,76,78.76%
1147,France,Data Processing Systems Analyst,Urban,76,78.76%
1164,Italy,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
1282,Portugal,Database Software Technician,Urban,76,78.76%
1319,Poland,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
1344,Italy,Data Processing Systems Analyst,Urban,76,78.76%
1348,France,Database Software Technician,Rural,76,78.76%
1352,Slovakia,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
1428,Italy,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
1429,Hungary,Data Processing Systems Analyst,Urban,76,78.76%
1442,Romania,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
1452,Portugal,Database Software Technician,Urban,76,78.76%
1664,Romania,Database Software Technician,Urban,76,78.76%
1733,Germany,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
1756,France,Database Software Technician,Urban,76,78.76%
1783,Germany,Database Software Technician,Urban,76,78.76%
1786,Austria,Database Software Technician,Urban,76,78.76%
1788,France,Data Processing Systems Analyst,Rural,76,78.76%
1837,Poland,Data Processing Systems Analyst,Urban,76,78.76%
1858,Poland,Database Software Technician,Urban,76,78.76%
1898,Germany,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
1909,France,Database Software Technician,Urban,76,78.76%
1979,Poland,Database Software Technician,Urban,76,78.76%
2044,Netherlands,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
2091,Czechia,Data Processing Systems Analyst,Urban,76,78.76%
2137,Italy,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
2177,Belgium,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
2186,Greece,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
2219,Italy,Data Processing Systems Analyst,Urban,76,78.76%
2259,France,Database Software Technician,Urban,76,78.76%
2291,Poland,Database Software Technician,Urban,76,78.76%
2318,Great Britain,Data Processing Systems Analyst,Urban,76,78.76%
2345,Italy,Database Software Technician,Urban,76,78.76%
2391,Spain,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
2400,Italy,Database Software Technician,Urban,76,78.76%
2411,Portugal,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
2509,Germany,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
2533,Italy,Database Software Technician,Urban,76,78.76%
2607,Spain,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
2656,France,Data Processing Systems Analyst,Urban,76,78.76%
2695,Spain,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
2707,Spain,Data Processing Systems Analyst,Urban,76,78.76%
2774,Belgium,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
2785,Netherlands,Data Processing Systems Analyst,Urban,76,78.76%
2873,Spain,Database Software Technician,Urban,76,78.76%
2883,Netherlands,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
2897,Spain,Data Processing Systems Analyst,Urban,76,78.76%
2957,France,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
2987,Romania,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
3122,Hungary,Database Software Technician,Urban,76,78.76%
3128,Italy,Database Software Technician,Urban,76,78.76%
3201,France,Database Software Technician,Urban,76,78.76%
3228,Great Britain,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
3259,Great Britain,Database Software Technician,Urban,76,78.76%
3301,Italy,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
3328,Czechia,Database Software Technician,Rural,76,78.76%
3372,Greece,Data Processing Systems Analyst,Urban,76,78.76%
3378,Spain,Data Processing Systems Analyst,Urban,76,78.76%
3385,Czechia,Database Software Technician,Urban,76,78.76%
3407,Bulgaria,Database Software Technician,Urban,76,78.76%
3488,Netherlands,Data Processing Systems Analyst,Urban,76,78.76%
3554,Sweden,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
3644,France,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
3709,Spain,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
3768,Great Britain,Database Software Technician,Urban,76,78.76%
3811,Poland,Data Processing Systems Analyst,Urban,76,78.76%
3823,Great Britain,Data Processing Systems Analyst,Urban,76,78.76%
3860,Great Britain,Data Processing Systems Analyst,Urban,76,78.76%
3861,Spain,Database Software Technician,Urban,76,78.76%
3870,Spain,Database Software Technician,Urban,76,78.76%
3899,Poland,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
3908,Great Britain,Data Processing Systems Analyst,Urban,76,78.76%
3986,Spain,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
4039,France,Database Software Technician,Rural,76,78.76%
4086,Great Britain,Data Processing Systems Analyst,Urban,76,78.76%
4112,Italy,Data Processing Systems Analyst,Urban,76,78.76%
4163,Finland,Database Software Technician,Urban,76,78.76%
4255,Spain,Database Software Technician,Urban,76,78.76%
4317,Germany,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
4355,Italy,Data Processing Systems Analyst,Urban,76,78.76%
4385,Denmark,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
4419,Germany,Data Processing Systems Analyst,Urban,76,78.76%
4429,Netherlands,Data Processing Systems Analyst,Urban,76,78.76%
4458,Germany,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
4536,Spain,Database Management System Specialist (DBMS Specialist),Rural,76,78.76%
4626,France,Data Processing Systems Analyst,Urban,76,78.76%
4632,Germany,Data Processing Systems Analyst,Rural,76,78.76%
4750,Slovakia,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
4761,Great Britain,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
4790,Romania,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
4807,Slovenia,Data Processing Systems Analyst,Urban,76,78.76%
4832,Czechia,Data Processing Systems Analyst,Urban,76,78.76%
5071,Great Britain,Database Software Technician,Urban,76,78.76%
5123,Greece,Database Software Technician,Urban,76,78.76%
5156,Great Britain,Database Software Technician,Urban,76,78.76%
5270,Poland,Data Processing Systems Analyst,Urban,76,78.76%
5277,Great Britain,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
5285,Romania,Data Processing Systems Analyst,Urban,76,78.76%
5296,Finland,Database Software Technician,Urban,76,78.76%
5310,Poland,Data Processing Systems Analyst,Rural,76,78.76%
5375,Italy,Data Processing Systems Analyst,Urban,76,78.76%
5487,Germany,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
5504,Poland,Database Software Technician,Urban,76,78.76%
5509,Germany,Database Management System Specialist (DBMS Specialist),Rural,76,78.76%
5539,France,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
5670,Germany,Database Software Technician,Urban,76,78.76%
5674,Spain,Data Processing Systems Analyst,Urban,76,78.76%
5689,Ireland,Data Processing Systems Analyst,Urban,76,78.76%
5711,Germany,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
5768,Germany,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
5839,Germany,Database Software Technician,Urban,76,78.76%
5858,France,Database Software Technician,Urban,76,78.76%
5895,Spain,Database Software Technician,Urban,76,78.76%
5933,Germany,Database Software Technician,Urban,76,78.76%
5960,Belgium,Data Processing Systems Analyst,Urban,76,78.76%
5988,Germany,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
6009,Czechia,Database Software Technician,Urban,76,78.76%
6017,Italy,Database Software Technician,Rural,76,78.76%
6042,Poland,Database Software Technician,Urban,76,78.76%
6059,Germany,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
6066,Spain,Data Processing Systems Analyst,Urban,76,78.76%
6216,Spain,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
6264,Spain,Database Software Technician,Urban,76,78.76%
6268,France,Data Processing Systems Analyst,Urban,76,78.76%
6270,Germany,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
6355,Poland,Data Processing Systems Analyst,Urban,76,78.76%
6363,Great Britain,Data Processing Systems Analyst,Urban,76,78.76%
6424,Finland,Data Processing Systems Analyst,Urban,76,78.76%
6439,Great Britain,Database Software Technician,Urban,76,78.76%
6528,Poland,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
6536,Italy,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
6548,Spain,Data Processing Systems Analyst,Urban,76,78.76%
6551,Bulgaria,Database Software Technician,Urban,76,78.76%
6555,Poland,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
6661,France,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
6724,Spain,Data Processing Systems Analyst,Urban,76,78.76%
6820,Great Britain,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
6869,Italy,Database Software Technician,Urban,76,78.76%
6964,Germany,Data Processing Systems Analyst,Urban,76,78.76%
7020,Bulgaria,Data Processing Systems Analyst,Urban,76,78.76%
7028,Great Britain,Data Processing Systems Analyst,Urban,76,78.76%
7131,France,Database Software Technician,Urban,76,78.76%
7172,Germany,Data Processing Systems Analyst,Urban,76,78.76%
7189,Spain,Data Processing Systems Analyst,Urban,76,78.76%
7287,Spain,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
7334,Spain,Database Software Technician,Urban,76,78.76%
7385,France,Database Software Technician,Urban,76,78.76%
7390,Germany,Database Software Technician,Urban,76,78.76%
7415,Hungary,Data Processing Systems Analyst,Urban,76,78.76%
7451,Poland,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
7494,Poland,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
7526,France,Data Processing Systems Analyst,Urban,76,78.76%
7565,Sweden,Database Software Technician,Urban,76,78.76%
7574,Hungary,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
7612,Czechia,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
7613,France,Data Processing Systems Analyst,Urban,76,78.76%
7622,Italy,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
7636,Hungary,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
7655,France,Database Software Technician,Urban,76,78.76%
7762,Great Britain,Data Processing Systems Analyst,Urban,76,78.76%
7839,Great Britain,Data Processing Systems Analyst,Urban,76,78.76%
7846,Germany,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
7852,France,Database Software Technician,Rural,76,78.76%
7962,France,Database Software Technician,Urban,76,78.76%
7966,Germany,Data Processing Systems Analyst,Urban,76,78.76%
7983,France,Database Software Technician,Urban,76,78.76%
8027,Great Britain,Data Processing Systems Analyst,Urban,76,78.76%
8045,Netherlands,Database Software Technician,Urban,76,78.76%
8109,Lithuania,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
8142,Italy,Data Processing Systems Analyst,Urban,76,78.76%
8161,Great Britain,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
8279,Spain,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
8312,Germany,Data Processing Systems Analyst,Urban,76,78.76%
8372,France,Data Processing Systems Analyst,Urban,76,78.76%
8381,Great Britain,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
8398,Poland,Database Software Technician,Urban,76,78.76%
8479,Great Britain,Database Software Technician,Urban,76,78.76%
8700,Denmark,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
8752,Germany,Database Software Technician,Urban,76,78.76%
8775,Netherlands,Data Processing Systems Analyst,Urban,76,78.76%
8792,Italy,Database Software Technician,Urban,76,78.76%
8832,Netherlands,Database Software Technician,Urban,76,78.76%
8880,Romania,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
8891,Italy,Data Processing Systems Analyst,Urban,76,78.76%
8895,Germany,Data Processing Systems Analyst,Rural,76,78.76%
8911,Poland,Database Software Technician,Urban,76,78.76%
8935,Italy,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
9020,Germany,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
9031,Czechia,Data Processing Systems Analyst,Urban,76,78.76%
9071,Great Britain,Data Processing Systems Analyst,Urban,76,78.76%
9093,Italy,Database Software Technician,Urban,76,78.76%
9116,Slovakia,Data Processing Systems Analyst,Rural,76,78.76%
9170,Italy,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
9197,Spain,Database Software Technician,Urban,76,78.76%
9224,Italy,Database Software Technician,Urban,76,78.76%
9303,France,Data Processing Systems Analyst,Urban,76,78.76%
9316,Germany,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
9354,Ireland,Data Processing Systems Analyst,Urban,76,78.76%
9356,Spain,Data Processing Systems Analyst,Urban,76,78.76%
9389,Italy,Data Processing Systems Analyst,Urban,76,78.76%
9398,Germany,Database Software Technician,Urban,76,78.76%
9551,Germany,Database Software Technician,Urban,76,78.76%
9574,Spain,Database Management System Specialist (DBMS Specialist),Urban,76,78.76%
47,Poland,Database Tester,Urban,77,79.80%
64,France,Data Security Analyst,Urban,77,79.80%
133,Germany,Data Warehouse Architect,Urban,77,79.80%
165,Greece,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
191,Germany,Automatic Data Processing Planner (ADP Planner),Rural,77,79.80%
194,Great Britain,Data Warehouse Architect,Urban,77,79.80%
196,Hungary,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
199,Greece,Data Warehouse Architect,Urban,77,79.80%
202,Italy,Database Tester,Urban,77,79.80%
214,Italy,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
218,Hungary,Database Tester,Urban,77,79.80%
227,Great Britain,Database Engineer,Urban,77,79.80%
230,Great Britain,Database Engineer,Urban,77,79.80%
254,Spain,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
275,Latvia,Data Warehouse Architect,Urban,77,79.80%
352,Portugal,Data Warehouse Architect,Urban,77,79.80%
393,Great Britain,Database Engineer,Urban,77,79.80%
